Genre_1,Genre_2,Genre_3,Shirt,Shoes,Sweater,Pants,Accessories
Rock,Vocal,Country,Band Tee,Studded Sneakers,Denim Jacket,Ripped Jeans,Choker
Acoustic,Dance,Easy Listening,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Other,Rock,Dance,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Latin,Jazz,Ambient,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Country,Pop,Soul/R&B,Plaid Shirt,Cowboy Boots,Knit Sweater,Denim Overalls,Cowboy Hat
Easy Listening,Electronic,Reggae,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
World Music,Experimental,Easy Listening,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Easy Listening,Reggae,Ambient,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Other,Punk,Easy Listening,Generic Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Dance,Vocal,Pop,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Soul/R&B,Punk,Metal,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Dance,Easy Listening,Country,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Metal,Folk,Latin,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Indie,Folk,Easy Listening,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Latin,Soul/R&B,Acoustic,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Formal Tie
Dance,Metal,Reggae,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Punk,Country,Hip Hop/Rap,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Electronic,Experimental,Dance,Neon Tee,Light-up Shoes,Electronic Band Hoodie,LED Pants,LED Necklace
World Music,Instrumental,Other,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Hip Hop/Rap,Jazz,Pop,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Dance,Experimental,Ambient,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Acoustic,Soul/R&B,Punk,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Metal,Vocal,Folk,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Vocal,Indie,Punk,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Other,Rock,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Pop,Easy Listening,Vocal,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Ambient,Punk,Instrumental,Formal Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Punk,Jazz,Blues,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Folk,Classical,Experimental,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Country,Classical,Experimental,Plaid Shirt,Rustic Loafers,Knit Sweater,Bootcut Jeans,Bolo Tie
Punk,Jazz,Easy Listening,Generic Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Easy Listening,Vocal,Latin,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
World Music,Hip Hop/Rap,Classical,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Blues,Hip Hop/Rap,Folk,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Jazz,Acoustic,Classical,Silk Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Pocket Square
Electronic,Vocal,Instrumental,Futuristic Hoodie,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Metal,Jazz,Dance,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Ambient,Metal,Soul/R&B,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Classical,Vocal,Latin,Blazer,Classic Shoes,Vest,Tailored Pants,Cufflinks
Soul/R&B,Experimental,Acoustic,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Pop,Rock,Electronic,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Soul/R&B,Latin,Reggae,Generic Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Instrumental,Jazz,Soul/R&B,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Folk,Metal,Rock,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Jazz,Blues,Vocal,Vintage Shirt,Suede Shoes,Casual Blazer,Chinos,Fedora Hat
Electronic,Dance,Soul/R&B,Futuristic Hoodie,Glowing Sneakers,Futuristic Sweater,LED Pants,Glowing Bracelet
Blues,Experimental,Punk,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
World Music,Classical,Vocal,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Punk,Folk,Soul/R&B,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Blues,Pop,Acoustic,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Punk,Vocal,Other,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Punk,Folk,Easy Listening,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Easy Listening,Ambient,Hip Hop/Rap,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Jazz,Latin,Easy Listening,Vintage Shirt,Suede Shoes,Casual Blazer,Slacks,Pocket Square
Country,Dance,Acoustic,Plaid Shirt,Rustic Loafers,Knit Sweater,Denim Overalls,Cowboy Hat
Hip Hop/Rap,Metal,Vocal,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Jazz,World Music,Instrumental,Vintage Shirt,Classic Loafers,Casual Blazer,Slacks,Fedora Hat
Soul/R&B,Blues,Metal,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Punk,World Music,Hip Hop/Rap,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Rock,Dance,Country,Studded Vest,Studded Sneakers,Denim Jacket,Leather Pants,Leather Bracelet
Indie,Metal,Ambient,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Soul/R&B,Latin,Reggae,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Classical,Experimental,Rock,Formal Shirt,Classic Shoes,Vest,Formal Trousers,Silk Scarf
Metal,Ambient,Indie,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Folk,Blues,Easy Listening,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Latin,Jazz,Punk,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Rock,Folk,Blues,Leather Jacket,Leather Boots,Rock Band Hoodie,Ripped Jeans,Choker
Electronic,Folk,Jazz,Neon Tee,Light-up Shoes,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Folk,Electronic,Easy Listening,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Reggae,Easy Listening,Pop,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Blues,Indie,Classical,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Indie,Experimental,Latin,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Jazz,Dance,Other,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Pocket Square
Metal,Hip Hop/Rap,Reggae,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Ambient,Classical,Other,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Hip Hop/Rap,Folk,Vocal,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Other,Vocal,Country,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Pop,Vocal,Reggae,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Vocal,Jazz,Electronic,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Electronic,Easy Listening,Metal,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Punk,Latin,Rock,Formal Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Easy Listening,Blues,World Music,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Folk,Punk,Soul/R&B,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Acoustic,Soul/R&B,Experimental,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Pop,Electronic,Soul/R&B,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Folk,Blues,Vocal,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Pop,Metal,World Music,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Latin,Country,World Music,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Metal,Ambient,Jazz,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Dance,Experimental,Jazz,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Ambient,Latin,World Music,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Reggae,Latin,Country,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Pop,Experimental,Other,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Acoustic,Instrumental,Folk,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
World Music,Acoustic,Hip Hop/Rap,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Punk,Hip Hop/Rap,Folk,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Metal,Electronic,Punk,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Folk,Dance,Punk,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Pop,Folk,World Music,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Experimental,Other,Pop,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Vocal,Easy Listening,Pop,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Hip Hop/Rap,Metal,Latin,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Hip Hop/Rap,Reggae,World Music,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Reggae,Hip Hop/Rap,Metal,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Soul/R&B,Pop,Experimental,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Instrumental,Easy Listening,Classical,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Acoustic,Jazz,Blues,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
World Music,Vocal,Electronic,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Indie,Dance,Punk,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Dance,Vocal,Ambient,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Hip Hop/Rap,Experimental,Country,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Metal,Folk,Instrumental,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Hip Hop/Rap,Experimental,Blues,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Pop,Country,Classical,Casual Tee,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Other,Jazz,Folk,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
World Music,Other,Latin,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Electronic,Pop,Other,Futuristic Hoodie,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Ambient,Other,Indie,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Reggae,Electronic,Other,Casual Tee,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Latin,Acoustic,Easy Listening,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
World Music,Folk,Rock,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Ambient,Blues,Classical,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
World Music,Indie,Rock,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Soul/R&B,Hip Hop/Rap,Instrumental,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Electronic,Folk,Soul/R&B,Neon Tee,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Hip Hop/Rap,Instrumental,Latin,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Latin,Instrumental,Metal,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Rock,Instrumental,Indie,Leather Jacket,Studded Sneakers,Denim Jacket,Ripped Jeans,Leather Bracelet
Reggae,World Music,Punk,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Jazz,Easy Listening,Experimental,Vintage Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
Electronic,Latin,Classical,Neon Tee,Glowing Sneakers,Futuristic Sweater,LED Pants,LED Necklace
Electronic,Latin,Pop,Futuristic Hoodie,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Jazz,Ambient,Acoustic,Vintage Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Fedora Hat
Ambient,Experimental,Easy Listening,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Latin,Ambient,Country,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Soul/R&B,Easy Listening,Blues,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Folk,Indie,Jazz,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Acoustic,Experimental,Reggae,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Hip Hop/Rap,Easy Listening,Blues,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Metal,World Music,Blues,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Experimental,Hip Hop/Rap,Jazz,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Easy Listening,Pop,Jazz,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Soul/R&B,Jazz,Reggae,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Rock,Hip Hop/Rap,Easy Listening,Band Tee,Leather Boots,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Latin,Rock,Country,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
World Music,Jazz,Country,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Electronic,Instrumental,Acoustic,Futuristic Hoodie,Light-up Shoes,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Rock,Ambient,Dance,Studded Vest,Leather Boots,Denim Jacket,Ripped Jeans,Choker
Jazz,Pop,Metal,Silk Shirt,Suede Shoes,Casual Blazer,Chinos,Fedora Hat
Classical,Other,Folk,Blazer,Elegant Loafers,Formal Jacket,Formal Trousers,Silk Scarf
Blues,Vocal,Rock,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Reggae,Jazz,Soul/R&B,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Reggae,Rock,Classical,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Latin,Classical,Pop,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Other,Indie,Classical,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Reggae,Hip Hop/Rap,Folk,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Blues,Experimental,Other,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Metal,Indie,Hip Hop/Rap,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Other,Pop,Easy Listening,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Pop,Vocal,World Music,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
World Music,Rock,Other,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Jazz,Country,Soul/R&B,Silk Shirt,Classic Loafers,Casual Blazer,Chinos,Fedora Hat
Ambient,Dance,Electronic,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Instrumental,Rock,Folk,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Jazz,Hip Hop/Rap,Blues,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Fedora Hat
Ambient,Rock,World Music,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
World Music,Country,Instrumental,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Dance,World Music,Electronic,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Country,Metal,Experimental,Plaid Shirt,Rustic Loafers,Knit Sweater,Denim Overalls,Bolo Tie
Pop,Ambient,World Music,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Dance,Hip Hop/Rap,Ambient,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Reggae,Electronic,Metal,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
World Music,Punk,Acoustic,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Acoustic,Rock,Punk,Generic Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Folk,Ambient,Punk,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Reggae,Soul/R&B,Acoustic,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Easy Listening,Classical,Acoustic,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Ambient,Instrumental,Hip Hop/Rap,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Latin,Dance,Other,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Vocal,Acoustic,Metal,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Folk,Blues,Electronic,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Soul/R&B,Electronic,Blues,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Folk,Dance,Reggae,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Hip Hop/Rap,Pop,Country,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Easy Listening,Country,Electronic,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Metal,Latin,Pop,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Reggae,Pop,World Music,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Latin,Indie,Blues,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Easy Listening,Folk,Ambient,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Jazz,World Music,Rock,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Fedora Hat
Blues,Hip Hop/Rap,Ambient,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Punk,Blues,Latin,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Jazz,Rock,Vocal,Vintage Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
Vocal,Soul/R&B,Other,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Experimental,Pop,Country,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Jazz,Hip Hop/Rap,Experimental,Vintage Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Pocket Square
Reggae,Folk,Vocal,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Easy Listening,Vocal,Indie,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Punk,Soul/R&B,Hip Hop/Rap,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Ambient,Metal,Blues,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Dance,World Music,Instrumental,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Country,Jazz,Hip Hop/Rap,Denim Vest,Cowboy Boots,Country Cardigan,Denim Overalls,Bolo Tie
Pop,World Music,Latin,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Vocal,Jazz,Dance,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Other,Vocal,Experimental,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Acoustic,Ambient,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Rock,Reggae,Electronic,Leather Jacket,Studded Sneakers,Denim Jacket,Leather Pants,Leather Bracelet
Other,Indie,Soul/R&B,Generic Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Country,World Music,Metal,Plaid Shirt,Rustic Loafers,Country Cardigan,Denim Overalls,Bolo Tie
Pop,Jazz,Punk,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Electronic,Rock,Easy Listening,Neon Tee,Light-up Shoes,Electronic Band Hoodie,LED Pants,Glowing Bracelet
Jazz,Folk,Blues,Vintage Shirt,Classic Loafers,Casual Blazer,Chinos,Fedora Hat
Indie,Electronic,Classical,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Dance,Other,Latin,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Easy Listening,Electronic,Reggae,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Other,Electronic,Rock,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Metal,Blues,Other,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Vocal,Acoustic,Easy Listening,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Pop,Electronic,Folk,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Rock,Ambient,Acoustic,Band Tee,Studded Sneakers,Rock Band Hoodie,Leather Pants,Leather Bracelet
Dance,Folk,Experimental,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
